rank,artist,album,label,year,review_text
18,Janelle Monáe,The Electric Lady,Bad Boy,Staff Lists: The Top 50 Albums of 2013,"Early on, Janelle Monáe rarely exhibited doubt or vulnerability, not only because she is a bona fide Icon, but also because there has always been another, important correlative to her vibrant self-expression: like any science fiction author, she uses her medium to explore deeply rooted social ills and present an alternative vision of how the revolution might look. Her first EP and LP, and , were vast in scope, and the futuristic dystopian epic they told—that of Cindi Maywether, a cyborg fugitive hunted for the crime of falling in love with a human—was an entertaining but tightly packed narrative. With , the masterful, guest-packed double album she's called a prequel to , Monáe hit her stride. The record is still fearless and luxurious, but now it's accessible, too; songs like ""Dance Apocalyptic"" and Miguel duet ""Primetime"" still resonate without metaphorical context, but the narrative is there if you want it. The powers of ""Q.U.E.E.N."" (""Are we a lost generation of our people?/ Add us to equations but they'll never make us equal"") and ""Ghetto Woman"" (a paean to her mother's uphill battle) are self-evident. Nearly every track pulls its own weight, both individually and in the context of a larger work about inequality and spiritual rebellion. Her isn't a robot, she's an evolved life form. That distinction turned a highly sophisticated, empirically likable work into an organic classic—one that lets people in. —Devon Maloney
"
17,Haim,Days Are Gone,Columbia / Polydor,Staff Lists: The Top 50 Albums of 2013,"It's all there in Este Haim's . It really is. When so many rock bands—you know, those things with guitars and drums and hooks you can remember—can seem hopelessly self-defeating, shamed, bored, or worse, Haim make no apologies. They're excited about their own songs enough to look like  while playing them. This enthusiasm is contagious, and it's why these three sisters from L.A.'s San Fernando Valley are responsible for the most appealing pop-rock record since . chronicles the mistakes, triumphs, and confusions our hearts go through as we navigate our 20s, with Este, 27, Danielle, 24, and Alana, 22, bridging the gap between young-adult and adult-adult. Their harmonies and vacuum-packed arrangements put forth a unified front as they try to escape dependency on ""Let Me Go"" (replete with a wriggling guitar solo) or snub-out some lying son of a bitch on ""My Song 5"" as a snap beat gives their middle fingers some extra swagger. The hot emotions are tempered with contemplation, vulnerability; ""Go Slow"" simmers with an ache reminiscent of Kate Bush—another performer who's never been afraid to show her feelings on her face. Meanwhile, the shaggy ""Honey & I"" gloriously splits the difference between those twentysomething Sundays when all you want to do is sleep and the Fridays when you can't close your eyes. ""Love wasn't what I thought it once was,"" sings Danielle, looking past teen dreams with her head high, ""I'm not afraid no more."" And just as the track seems poised for an ecstatic conclusion, it dials back cautiously. This is growing up. —Ryan DombalHaim: "
16,Bill Callahan,Dream River,Drag City,Staff Lists: The Top 50 Albums of 2013,"Twenty-three years on, Bill Callahan somehow found a way to whittle down his craft yet again. That in and of itself would be a feat on this remarkable run, spanning from his last album as Smog, 2005’s , and reaching to what might be an apex or else a stunning vantage point here. After the questing/questioning of 2009’s  and the arid landscapes of 2011’s , two albums stripped yet full of open-spaces and silences, what was left to pare down?What distinguishes  from his previous albums is nearly imperceptible. Callahan still uses the percussion of Brian Beattie, the arcing timbre of flautist of Beth Galiger, and the Cheshire Cat-like psychedelic guitar of Matt Kinsey. Callahan’s cinematographer’s (or is it a cartographer’s?) eye remains sharp; he still sings of eagles and wildlife, the contours of rivers, the pinging of winds, in much the same way that an Edu-period haikuist might perceive an interior state by gazing upon the outer world. Though did Bashō ever write about the taste of pilgrim guts?Throughout , the dominant image is of a parabola: the trajectories of javelins and arrows, of gulls and buzzards in flight and landing, the easeful touchdown of small planes, of love itself. And, arching over it all, the movement of time’s arrow. No matter the heights achieved, one must always plummet back down. But when Callahan sings, “Time itself means nothing/ But time spent with you,” there’s a sense of love within. “I always went wrong in the same place/ where the river splits towards the sea,” he sings on the song that serves as the album’s heart, “Small Plane”, finally realizing that he could instead merge into something larger. Callahan has long been indie music’s itinerant musician, but for the first time in his music, there’s also a sense of home. —Andy Beta"
15,Sky Ferreira,"Night Time, My Time",Capitol,Staff Lists: The Top 50 Albums of 2013,"Let's get one thing straight from the start: that image over there on the left is not supposed to turn you on, it's supposed to make you feel . Sky Ferreira's  is emboldened by the power to make you feel icky, constantly balling up our cultural obsessions with voyeurism and confession and live-tweeted female breakdowns only to hock them back in our faces like poison spitballs. ""It ain't your right,"" she sneers early on overtop a tarnished, motorik beat, and you almost get the feeling that she's talking about our right to be listening in on such intimate declarations at all. A minute later, through a clenched jaw: ""I'll only warn you one time/ I've got a stilted view."" It's not just empty provocation. This record is not polite, this record does not wait for permission; reality show casting directors take note because this record. is blown-speaker, smeared-lipstick pop—would-be radio hits with that last topcoat of paint left incomplete. It's a little bit retro—""Omanko"" is jet-lagged Suicide; ""I Will"" is Blondie with overgrown roots; ""24 Hours"" is a song I am bummed John Hughes did not get to hear before he died—but its overall sensibility is undeniably 2013. The unfinished-basement textures are the work of Producer of the Moment/Most Valuable Ex-Hippos Member Ariel Reichstadt, and if it had a kindred spirit in the many things he had a hand in this year it was Charli XCX's —another record that seethed and blushed and and just felt at all times unapologetically . But  gave us the added bonus of long-delayed gratification: a brave and uncompromising artist who'd languished so long in the dentist office waiting room of the music industry finally hears her name called—and finally gets a chance to bare her fangs. ""The way I was before, I'm not her anymore,"" Ferreira surges on ""Heavy Metal Heart"", flinging off each syllable with wild abandon, like she's shaking off the last scales of old skin. —Lindsay Zoladz"
14,The Knife,Shaking the Habitual,Mute / Brille / Rabid,Staff Lists: The Top 50 Albums of 2013,"Of all the ways The Knife have provoked audiences over the years—trading in sprightly synth-pop for dread-ridden electro-goth, crafting impenetrable found-sound operas about Charles Darwin, turning up at awards shows in—words have never been their weapon of choice. But on , words are what matter most. Even as it pushes the Swedish duo to uncompromising extremes (this album doesn’t so much clear the dancefloor as tear a fissure right through it), the album stands as the Knife’s most humane, compassionate work to date. It’s a concept album but, instead of thrusting its narrative upon you, it asks that you take control of your own. Throughout the 96-minute record, Karin Dreijer Andersson can be heard talking about “stories” the way Gollum talks about rings—as a precious and empowering life-source. For Karin and brother Olaf Dreijer, stories are the building blocks of history as it is told—and, conversely, the instrument through which centuries-old socio-economic power structures can be dismantled. Of course, the Knife recognize that’s a tall order for any single album, so they dutifully lead by example, bulldozing their ice-sculpted sound and reshaping it into percussive belly-dancer thrusts, extended sound-collaged drones, and hot-wired techno. But the clamor ultimately works in service to a clarity of vision, a philosophical throughline that connects the Knife to a roll call of radicals ranging from Margaret Atwood and Judith Butler to Fugazi and Salt-n-Pepa. Quoting the latter, Olaf sings, “let’s talk about gender, baby, let’s talk about you and me,” just as the nine-minute electro-punk gut-puncher “Full of Fire” comes to a sudden halt. Here, such jarring gestures signal not the end of the story, but your cue to start telling yours. —Stuart BermanThe Knife: "
13,Kurt Vile,Wakin on a Pretty Daze,Matador,Staff Lists: The Top 50 Albums of 2013,"Kurt Vile gets a lot of ink for being a supremely chill, modest family man, so what could possibly inspire him to say something like,? Specifically, punk idealists who took issue with his decision to license a year-old song to Bank of America, a windfall that required no work whatsoever and allowed him to support his wife and buy better diapers for his daughter. Did Patrick Stickles not get the joke on “Puppet to the Man”? But in a more general sense, it’s a realization that gets described more tactfully throughout Vile’s masterful fourth LP, the lightbulb moment when all those old designs for life, including your own, just don’t apply to reality anymore.None of these revelations come quickly during : On the opening quasi-title track, Vile rouses himself from slumber, laughing at people and machinery who feel like anything they have to say is particularly urgent. On the album’s closer, he spends 10 minutes trying to distill a lifetime of joy and pure pain into a “Goldtone” lasting no more than a split second. In between, Vile’s music is in a wakeful, meditative state, both searching and confident in the manner of a guy who’s learned to trust his life experience rather than someone else’s pat advice. Meanwhile, his blue-collar roots are no longer the stuff of PR one-sheets in “KV Crimes”, a through the streets of Philadelphia worthy of Rocky and “Snowflakes Are Dancing”, which earns its telltale rhyme of “Springsteen” and “pristine”. It all unfolds at the pace of life itself, a virtuoso work that sounds so effortless that even a supremely chill, modest family man can’t help but testify on ""Was All Talk"", “making music is easy, watch me!” —Ian Cohen


"
12,Chance the Rapper,Acid Rap,self-released,Staff Lists: The Top 50 Albums of 2013,"At a passing glance of a Tumblr timeline it'd be easy to mistake Chicago's Chance the Rapper for any number of new jack blog-savvy revivalist rappers struggling their way around high-pitched Pharcyde chatter and ""93 Til Infinity"" instrumentals. And certainly the production on with its sampled nods to J Dilla and Tribe Called Quest, leans towards that sort of single-minded throwback. But as a rapper, Chance's nostalgia is immersive, not constructed. It's telling that he openly cites the influence of under-heralded West Coast crew Freestyle Fellowship, a collective that emphasized perpetual stylistic reinvention on a micro level (and provided the big bang for both Pharcyde and Souls of Mischief's elastic flows). So where the A$APs of today pick up hand-me-down and watered down cadences and beat at them repeatedly and the Joey Badasses struggle through existing patterns that are usually far above their competency level, Chance is going back to the point of origin and rebuilding the old styles from scratch. Every track here is kicked in a different cadence—usually jazzy and always frantic—and it's striking to hear that model applied by a young rapper whose raw foundational material is Kanye and Eminem. He's using the same toolbox as the greats but drawing on very different blueprints. Chance's writing takes a similarly expansive approach to history. For a 20-year-old, Chance's point of view is oddly melancholic and sentimental, but this perspective only strengthens his narratives. He writes with a vivid sensory memory—you can smell the blunt guts or hear the fireworks and mistake them for gunfire in his words. It's a paradoxically level-headed approach on an album where the performance is so unhinged and the second line is """" But maybe the title—and Chance's whole Woody Woodpecker meltdown rap style—is a bit of a misdirect. isn't about the trip, it's about the flashbacks. —Andrew Nosnitsky
"
11,Darkside,Psychic,Matador / Other People,Staff Lists: The Top 50 Albums of 2013,"is a declaration of psychedelic liberation. It’s the sound of lava lamps being unplugged, black light mushroom posters trashed, and wah-wah pedals pawned. It’s Nicolas Jaar and guitarist Dave Harrington re-imagining Pink Floyd if Ricardo Villalobos substituted for Syd Barrett. Leave it to a Brown graduate to elude all stoner cliché. Every college freshman to alternate bong rips and guitar riffs has vainly toyed with the conceit of updating . Most experiments wind up as morbidly embarrassing as Trustafarians with dreads.Darkside are brazen enough to lay it down flat in the title of their project. The heartbeat thump, lunar spacing, and spooky post-production clatter ring the same alarms. You hear the reverberations of 22-minute trip, “Echoes”, but they’re re-routed through a vapor trail of krautrock, trip-hop, Italo-disco, and minimal techno. If the narcotic canon was constructed for isolated journeys,  is communal, funky and loose, the by-product of ideas emerging from jams. Dave Harrington’s falsetto levitates closer to  than another brick in it. Jaar contributes the Gauloises rasp expected from a former scholar of French deconstructionism. His grooves are propulsive and his imagery is spare: paper trails on mountains, fruits on a table, wooden houses to live in, herbal palliatives sempiternal in bloom. The fear and interior bug-outs are swapped for neon-fringed skylines, meditative clarity, crowded dancefloors and empty freeways. is as cosmopolitan and refined as its Ivy League pedigree would intimate. It gets sweaty without losing its cool. It envisions an ambulatory future from a waxen past. Now someone needs to figure out what movie it syncs up best with. 
"
10,Caribou,Our Love,Merge / City Slang,Staff Lists: The 50 Best Albums of 2014,"If you didn't know better, you might say Dan Snaith had come home. The mathematics Ph.D. from small-town Canada built a reputation as a talented musical shape-shifter through his evolution from early, humbly cast electronic releases (originally under the name Manitoba) to full-band psychedelic pop, which broadened into the headphones-oriented indie dance of 2010's  and even the outright club fare issued under his Daphni alias on 2012's . Rather than veer off in another new direction,  refines that eclectic history and concentrates it on pop's most universal, most personal theme.While 's burbling synths, dappled drum grooves, and honeyed falsetto melodies might have come to represent Caribou's comfort zone, what helps drive even the prospective sing-alongs (""Can't Do Without"", the title track) is a sense of melancholy and restraint that carry the weight of maturity; this sparingly deployed sophistication is present, too, in Owen Pallett's violin arrangements. When Snaith does step into comparatively new territory (woozy R&B, on Jessy Lanza-fronted ""Second Chance""; elements of rap, with the sampled voice on the Daphni-like ""Mars""), he retains an analogue warmth distinguishing his brand of romantic moderation from the year's more overtly futuristic minimalists. That the track actually titled ""Back Home"" happens to be a burst of synth-pop breakup drama just goes to show domestic bliss is anything but low stakes. Snaith may have gone full circle with an album centering around love, but it's no heart-shaped box. —Marc Hogan
"
9,Ariel Pink,Pom Pom,4AD,Staff Lists: The 50 Best Albums of 2014,"It’s often difficult to comprehend Ariel Pink’s take on life, both in his music and through his troll-like approach to interviews. The sense of confusion was only heightened on —often deliriously so, as he takes one long schizoid dash between styles and ideas, leaving you feeling like a human pinball falling into the drain at its close. It’s not unusual for his interviews to read like he’s at war with himself, appealing to be loved while defending the Westboro Baptist Church. Whether you agree with him or not, his purposeful message-jamming at least reflects the deranged path he treads through this record.There’s nothing on  Pink hasn’t tried before, but the execution is sharper, wittier, and even more touching than in the past. It’s common to approach a double album with a fear of sprawl lying in wait, but this reads as his most succinct set of songs to date, where whacked-out takes on '80s infomercials and nods to pure pop structure all feel more worked on than before. There are less loose ends leading nowhere, coupled with a greater sense of purpose and drive. Pink may know how to push all our buttons, but he’s also an intelligent songwriter whose work resonates far deeper than the superficial tactics he deploys to promote it. —Nick Neyland"
8,Todd Terje,It's Album Time,Olsen,Staff Lists: The 50 Best Albums of 2014,"Todd Terje has built a career out of the soft-pedal. For example, roughly twice each year I remember that his  is a sly, Scandinavian riff on the name of New York house producer Todd Terry. It's in this context that some of the feather-light tracks on his long awaited debut, , feel not like window dressing for the big hits (""Inspector Norse"", ""Strandbar""), but rather a really gentle laugh track. The giddy adventures of imagined international playboy Preben and the thrift store Tropicalia of ""Svensk Sås"" are fitting for an album that begins with an explosion and ends with applause: curtains up, crowd hushes, ""It's Album Time!"" marquee flickers to life.The chewy center of this tootsie roll pop is ""Johnny and Mary"", Terje's collaboration with Bryan Ferry. The song arrives with a heavier heart than the rest of  and leaves a sting Terje spends the rest of  trying to salve, a reminder as to why we're doing a goofy dance in the first place. But mostly  is warm and ebullient and silly. Its festooned giddiness reminds me of Barry Manilow's , with Terje only too happy to play the hammy, inclusive music man. He writes the songs that make the whole world do little jigs in their kitchen. —Andrew Gaerig
"
7,Sun Kil Moon,Benji,Caldo Verde,Staff Lists: The 50 Best Albums of 2014,"Mark Kozelek is a collage of uncles: Tough one minute, tender the next, filled with wisdom and haunted by regret—the kind of solitary man who seems like he wouldn’t have much to say but when he starts talking can’t seem to shut up.If there’s one image that defines , it isn’t of his cousin Carissa getting killed in an aerosol-can fire, or of him punching a childhood classmate who didn’t see it coming, but of him in line at Panera Bread. You’ve seen them there on the highway or next to strip-mall laundromats—they make sandwiches. Their logo is of a woman cradling a loaf of bread like it was a baby. Everything on the menu costs about eight dollars.We live in a great age for the diary: the more specific, the more universal; the closer I get to me, the better chance I have at reaching you. In every naked arrangement and half-mumbled line, in every digression from the amazing into the ordinary, Kozelek does the best he can to sneak up on his own life. What’s startling about his stories isn’t how tragic they are, but how easily their tragedies get swept away by everyday trivia, like the movie he saw or what he ordered for lunch. Hidden among the digressions is a quiet reminder that life goes on. Panera: it might not be what defines you, but it is where you go when you need to eat. —Mike Powell


"
6,Swans,To Be Kind,Mute / Young God,Staff Lists: The 50 Best Albums of 2014,"Imagine, for a moment, that you never knew Michael Gira relaunched his powerhouse band Swans five years ago, or that they’d issued two great albums and toured extensively behind them in the interim. Now picture your hypothetical disappointment upon reading that their third such LP, , had cracked the Top 40 in two countries. In what kind of world would Swans, once a syndicate of pure invective and aggression, reunite to play major festivals and ostensibly soften their sound enough to become pop stars? Had Gira rewritten ""Failure"" to be called ""Success""?Relax, or actually brace yourself:  remained on ’s Top 200 for only two weeks. And the two-disc, two-hour set is one of the most unflinching achievements of Swans’ on-and-off 30-year career. The first album from Swans’ revitalization was intriguing but mostly suggestive of what was to come with , another two-disc tirade that moved between monolithic jams and sensitive comedowns. But  captures the feeling of blunt force trauma that the new Swans have created onstage nightly for the last half-decade. The 34-minute ""Bring the Sun/Toussaint L’Ouverture"" is a lashing epic of flung imprecations and sinister throb, coalescing in a coda heavier than most of the year’s best metal. ""Oxygen"" is a concise browbeater that finds Gira yammering and yelling over squealing saxophone and a rhythm section that treats the word ""rhythm"" like a punching bag. Bands often talk about struggling to capture their live energy and force in a recording studio. And reunited acts often fight to find the spark and gusto that once made them matter. Just ahead of his 60th birthday, Michael Gira helped Swans do both at once. —Grayson Haver Currin
"
5,Grouper,Ruins,Kranky,Staff Lists: The 50 Best Albums of 2014,"In our oversaturated digital present Grouper's 10th studio album, , stands out like a close-up whisper in a packed elevator. Recorded in 2011 on a four-track, during an artist residency in the small coastal Portuguese town of Aljezur (population 6,000), these eight songs—four with vocals, two instrumentals, two distended ambient pieces—feature Liz Harris singing along to minimal piano. Her voice is joined by crickets, frogs, rain, a pulsing heartbeat of a drum, and a microwave powering up after she'd lost electricity. It feels like a field recording of someone digging deeper into themselves, someone who keeps playing even after the lights go out.Harris has said she composed the material before and after jogs, trips to the beach, and long walks through the ruins of estates and a village, and that she was mostly alone when she did these things. The album is best experienced honoring the solitary way it was composed: it's quiet music that resonates loudly. Headphones bring out smaller details, allowing you into Harris' spare, heartsick lyrics (""Sometimes I wish/ That none of this had happened,"" ""I hear you calling and I want to go straight into the valleys of your arms and disappear there""), but you can also stand back a bit and let the sounds fill the room like an ocean breeze. And these are more than melancholic love songs. Harris has said  is ""A nod to that daily walk. Failed structures. Living in the remains of love."" She was clearly thinking deeply about someone in particular when she wrote the album, but  is also political music in that it reminds us we can absolutely unplug and live simply if we choose.These ""failed structures"" can take on various forms. There are governments and their systems, yes, and there are also the smaller ""tears [that] fall down in patterns on the window"" and eventually smear into a whole and evaporate. In the end, the saddest, most vulnerable structure is the human body—none has ever survived forever, or lasted for the ages—but  reminds us how much poetry and beauty can be found in the simplest moments before that inevitable silence. —Brandon Stosuy
"
4,Aphex Twin,Syro,Warp,Staff Lists: The 50 Best Albums of 2014,"Perhaps no figure in electronic music casts a heavier shadow than Richard D. James. He spent the '90s reinventing himself perpetually, trampling through aliases and existing subgenres—acid house, ambient, drum'n'bass, whatever—and emerging with strange and brilliant derivatives on a near yearly basis. So it came as a surprise (and maybe a slight disappointment) when , his first official album after 13 years of relative reclusiveness, proved to be anything  a surprise. In fact, if you had imagined a new Aphex Twin album in 2004, it probably would've sounded a lot like the one he ended up releasing in 2014. But here's the thing: Despite the incessant projections of his audience, Aphex Twin was never principally about innovation. His discography is merely a running series of genre studies, warped instinctively by a perfectionist with a bizarre creative voice.  feels like the logical culmination of these efforts, as the genre he's bending and perfecting this time is the amorphous one that he instinctively spent his career creating: a bubble-and-spazz hybrid of acid squelches, spongecake melodies, and scattershot rhythms.He's advanced this form to almost incomprehensibly complex levels, too. Apart from the mecha-Satie digestif ""aisatsana [102]"", each second of the record is so intricate, so delicately packed with moving parts that it makes just about all of his contemporaries look like amateurs by comparison. But that technical proficiency is a bit of a red herring as well. The real reason  works is because the natural joy that defined James' earliest and best works is still very palpable. His voice is his voice. —Andrew Nosnitsky"
3,The War on Drugs,Lost in the Dream,Secretly Canadian,Staff Lists: The 50 Best Albums of 2014," revolves around War on Drugs linchpin Adam Granduciel's personal struggles—with loneliness, depression, death. And the frontman’s weariness and dislocation is articulated not just through words but also the album’s overall sound—a sound that has often been discussed in derisive terms by non-fans averse to a contemporary album calling back to mid-'80s Springsteen, Bryan Adams, and Dire Straits. Which is all fair. But ’s indebtedness to that era and its production quirks serves a larger purpose. Between, say, 1980 and 1986, heartland rock collided with synth-heavy new wave, and the results could sometimes be awkward. But there's a terrific tension in these sorts of hybrids, a tension that this album exploits to brilliant effect.The sound of  is both ""authentic"" (guitars, acoustic instruments) and ""artificial"" (synthesizers, dewy reverb). The guitars have the wet electronic sheen of . Granduciel's voice is often processed to the point of unintelligibility. Drummer Charlie Hall is Klaus Dinger in a straw hat, keeping it steady and regular as the joints hitting the tires on I-80. Yet for all the album’s American-ness,  has a decidedly across-the-pond tinge, one eye on the highway and one gazing off at the Balearic Islands. It all meshes seamlessly to give these songs of heartbreak and loss a proper context, conveying the feeling of living inside an experience while also feeling like you're floating out there somewhere far away, watching it all happen. —Mark Richardson
"
2,FKA twigs,LP1,Young Turks,Staff Lists: The 50 Best Albums of 2014,"FKA twigs’  reflected the mood of its times. While there’s nothing explicitly about The World here—the centers of action on  are almost entirely corporeal—the themes of this myopically personal album echo social and cultural dramas that ran through the whole of 2014. The emotional morass, the fixed misery, the desperation for recognition, the dignifying power of love and respect, a quest for pleasure that never ebbs—twigs is pleading the modern condition, as well as her own.Nevertheless, the quiet, sensual revelations came like they were dispatched in a post-coital haze, doling directions, requests, and a map of her fantasies in percussive coos that are 85% sigh. The album orbits from bed to head and back again, though she’s often alone, giving light to the topography of her needs, nasty or otherwise. Even when she sings of being together, as on “Two Weeks”, it’s only in her brain, distilling a freaky  she is trying to put into someone else’s head; it’s certainly the slinkiest zipless fuck 2014 offered. But it’s not some baby-making you-and-me all night long love, it’s very much individuals working towards a connection that they know is doomed.And ultimately, at its sinewy, sub-bass-laced heart,  writhes in its doom. The lo-bpm R&B futurism of the production matches the album’s fixed circuit of feeling; it’s airless and without anchor, leaving space for twigs' voice between dense clouds of synthetic boom. It is a testament to her vulnerability and vision that a listen to  puts us into another world—down in the fetid depths of her depression and desire. —Jessica Hopper"
1,Run the Jewels,Run the Jewels 2,Mass Appeal,Staff Lists: The 50 Best Albums of 2014,"This is volume for the voiceless, a silver bullet for the wolves, and a redistribution of sovereignty. It’s venom to immobilize cheaply uniformed imposters, flatulent greedheads, and cynical buffoons perverting the truth on cable news. When institutions lacked authority and insurrection seemed permanently imminent, El-P and Killer Mike hurled 11 grenades, offering redemption through untrammeled rage. If justice remained elusive, retaliation could be had as fast as closing your eyes and counting to fuck.On the brimstone tablets of Run the Jewels, destruction is the first commandment. The others are equally timeless: never compromise art for the sake of temporary commerce, protect the purity of your teenaged ideals, never worship false idols, and always smoke the finest medicine. So for 38 minutes, the most scorched-earth tag team since  eviscerate crooked cops and Grand Dragons, spineless politicians and the grandly disappointing competition. It’s the middle finger in rap form, with regional differences resolved through the harmonious alienation of Pimp C’s ""fuck the law"" and Biggie’s ""fuck the world.""Anger isn’t enough. If you’re going to be a revolutionary banging on your adversaries, your adolescent convictions have to be seared with the wisdom of adulthood. Identifying targets is easy—artful rebellion on the edge of 40 isn’t. But their experience lends authority and accuracy. They’ve seen enough cycles to know that corruption can’t be cleared like clogged arteries. They seek answers that transcend gestures of momentary appeasement. As Mike bellows, you can unmask and depose Donald Sterling, but the ""man behind the man behind the man behind the throne"" remains anonymous and omnipotent.The subversive attitude extends to the production. The nitroglycerin reprisals of Public Enemy and early Ice Cube have been stripped for parts, re-assembled, and converted into lethal infernal machines. This is the modern soundtrack for sedition. Guerilla army rap. Or, in Mike’s estimation: MJG meets the Weathermen. Blast it loud enough and the roaches will wave white flags and the walls will crumble into paste.In an era when the great rap group has become an endangered species, Run the Jewels have forged a truly collaborative partnership. This feels like the by-product of two best friends bouncing ideas off each other, buoyed by blunts and the occasional fistful of psilocybin. The effect reminds you of vintage OutKast, two unique and equal talents that became indivisible—accentuating each other’s strengths, curbing each other’s excesses, and finishing each other’s jokes. Despite its Molotov politics,  doubles as a old-fashioned swaggering shit-talking rap record; they flex and banter like they’re openly gunning to be cast in a  remake.It’s been long held that discontent is the first sign of progress in a man or nation, but Killer Mike and El-P have been ornery and irate for far too long to sustain patience. Occasionally, you receive the anti-heroes you need, and this was the year when we realized how right they’ve always been. No other album distilled such unrestrained fury, nor reminded us how frustratingly little has changed. When this record’s truths become unrecognizable, we’ll know that we’ve finally made progress. We can chart our evolution from here. —Jeff Weiss
"
10,Arcade Fire,Reflektor,Merge,Staff Lists: The Top 50 Albums of 2013,"I hear you’re buying a synthesizer and an arpeggiator and are throwing your hurdy-gurdy out the window because you want to make something  And for three records now, that’s what Arcade Fire have been making in earnest, mostly at the sacrifice of something . This time they searched the streets of Haiti and Jamaica and brought back rala music and reggae. They found James Murphy and mixed in disco. They dug up some Kierkegaard, whose essay titled “The Present Age” has this skeleton key passage: “…A passionate age pushes forward, establishing new things and destroying others, raising and tearing down. A reflective, passionless age does the opposite, it stifles and hinders, it levels.”Arcade Fire found their reality in this new  one of both stifling inaction and now paralytic technology—and that reality is on trial all throughout the band’s massive double album. They’ve had a referendum on disaffection since “Wake Up” and technology since “We Used to Wait”, but on it all comes to a head, mashed up in a super-saturated, kaleidoscopic double LP. One minute the rhythms plod like a 12” disco edit played at half speed, the next they explode into a carnival street party. If Arcade Fire have been accused of being too moody and mawkish in the past, this is, at last, a record that’s more for the feet and body than it is for an aching heart. They wrote their big arena songs early in their career, and they can now fill the enormous space they carved for themselves like a polyglot band, fluent in many languages—sentiment and irony, Italo disco and island syncopations, English and French—to try and balance their inflated presence on the world stage. They will never be a cool band. They will never quit these pretentious things. They keep digging tunnels, looking for that damn connector. —Jeremy D. Larson Arcade Fire: "
9,Savages,Silence Yourself,Matador / Pop Noire,Staff Lists: The Top 50 Albums of 2013,"Savages are serious. If you don’t believe it from the music, there are CAPS LOCK MANIFESTOS on their Facebook and website and an earnest missive to individual identity right on the front cover of . But all that text and pretense is just static that fades to nothing when you press play on this band’s debut, which is bracing and sharp enough to cut through the noise of daily life and deliver all of the band’s messages more effectively than any of the metadata that comes with it.Savages clearly draw their most important influences from the immediate post-punk era. It’s there in Ayşe Hassan’s razor-toned bass, Fay Milton’s tight, economical drumming, and Gemma Thompson’s guitar, which swings between riffs and peals of shattering noise on a dime. Jehnny Beth’s howl has that spirit, too. But Savages are much more than just some echo of the years-ago post-punk revival; they're also a , locked in with each other, never wasting a note, and honest enough about their sound that they don’t bother with genre exercises like sneaking in a disco beat or dub passage. They cut the album in a series of live takes in the studio in the hope of capturing some of their stage show’s raw energy, and it’s a testament to their quality as a band that it’s not a gimmick. That chance to feed off each other is essential to ’s dark power.This is not an easy kind of music to make memorable, and dynamics are important to the way Savages do that. “City’s Full” and “Shut Up” seem straightforward enough at first glance, but they twist and turn in sophisticated and subtle ways that are hard for a group to master and harder to simulate when you’re recording in separate rooms. Savages may have post-punk aesthetics, but they have classic rock chops, and that matters. It makes their seriousness something to take seriously. —Joe Tangari
"
8,Majical Cloudz,Impersonator,Matador,Staff Lists: The Top 50 Albums of 2013,"Two years ago, Devon Welsh hadn't found his voice. After a couple of small-run releases, he and Majical Cloudz partner Matthew Otto released an album called  in 2011. The Canadian duo's aesthetic back then was fairly similar to how many of their peers sound now: smooth, distant electronics with snippets of fuzzy samples, and motifs rooted in R&B and weirdo-pop alike. That same year, the pair were featured on ""Nightmusic"", a track on close friend Claire Boucher's breakout LP as Grimes, ; Welsh and Otto's contributions to the song blended in so well that it was hard to tell if they were even there at all. Considering the 10 tracks that make up , though, it's hard to imagine these guys blending into any sort of background. This is music about fear and uncertainty presented without any trace of fear and uncertainty.Any one song on  consists of a just a few warm tones along with maybe a soft backbeat or some processed guitar or strings thrown in for texture. These sounds can be inviting or chilly, sometimes simultaneously—but they can't help but feel like window dressing for Welsh's dramatic baritone, which serves as the project's nakedly emotional anchor. His words can be uncomfortably direct, breaking language down to its most basic form to communicate a message. The songs are almost invigoratingly vague; closing track ""Notebook"" sounds like a diary entry, though it's hard to tell whose diary it's from. What he says  raw, but he remains out-of-reach enough to present his and Otto's unique art as a canvas possessing all the enveloping blankness of one of Welsh's signature white T-shirts. —Larry Fitzmaurice
"
